SQLDATE,Partner,QuadClass
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,EUR,4
20260103,EUR,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,CUB,4
20260103,CUB,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,VEN,4
20250103,CUB,4
20250103,CUB,4
20260103,VEN,4
20260103,USA,4
20260103,VEN,4
20260103,USA,4
20260103,USA,4
20260103,USA,4
20260103,VEN,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,UKR,4
20260104,VEN,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,PAK,4
20260104,PAK,4
20260104,VEN,4
20260104,USA,4
20260104,VEN,4
20260104,ITA,4
20260104,USA,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,VEN,4
20260103,TTO,4
20260103,USA,4
20260104,USA,4
20260104,EUR,4
20260104,EUR,4
20260104,USA,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,ISR,4
20260104,USA,4
20260104,MEX,4
20260104,MEX,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,JPN,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,VEN,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,VEN,4
20260104,USA,4
20260104,USA,4
20260104,USA,4
20260104,IRN,4
20260104,IRN,4
20260104,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,VEN,4
20260105,VEN,4
20250105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,IRN,4
20260105,IRN,4
20260105,VEN,4
20260105,BEL,4
20260105,BEL,4
20260105,BEL,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,VEN,4
20260105,MEX,4
20260105,IRN,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,DNK,4
20260105,USA,4
20260105,EUR,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,YEM,4
20260105,COL,4
20260105,COL,4
20260105,VEN,4
20260105,GBR,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,RUS,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,USA,4
20260105,VEN,4
20260105,USA,4
20260105,SOM,4
20260105,VEN,4
20260105,VEN,4
20260105,NGA,4
20260105,NGA,4
20260105,USA,4
20260105,VEN,4
20260105,VEN,4
20260105,USA,4
20260105,USA,4
20260105,EUR,4
20260105,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,USA,4
20260106,DNK,4
20260106,DNK,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,DNK,4
20260106,DNK,4
20260106,USA,4
20260106,VEN,4
20260106,USA,4
20260106,VEN,4
20260106,USA,4
20251230,VEN,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,VEN,4
20260106,USA,4
20251207,USA,4
20260106,COL,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,GRC,4
20260106,GRC,4
20260106,GRC,4
20260106,VEN,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,DNK,4
20260106,USA,4
20260106,JPN,4
20260106,ARM,4
20260106,ARM,4
20260106,JPN,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,USA,4
20250106,USA,4
20260106,USA,4
20260106,DNK,4
20260106,USA,4
20260106,VEN,4
20260106,USA,4
20260106,USA,4
20260106,IRN,4
20260106,IRN,4
20260106,USA,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260106,VEN,4
20260106,VEN,4
20260106,VEN,4
20251230,USA,4
20251230,USA,4
20260106,USA,4
20260106,USA,4
20250106,COL,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,USA,4
20260106,VEN,4
20260106,DNK,4
20260106,VEN,4
20260106,USA,4
20260106,VEN,4
20260106,VEN,4
20260107,VEN,4
20260107,SOM,4
20260107,SOM,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,RUS,4
20260107,USA,4
20260107,CHN,4
20260107,CHN,4
20260107,CHN,4
20260107,CUB,4
20260107,CUB,4
20260107,CUB,4
20260107,IRN,4
20260107,IRN,4
20260107,RUS,4
20260107,RUS,4
20260107,RUS,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,DNK,4
20260107,USA,4
20260107,VEN,4
20260107,RUS,4
20260107,RUS,4
20260107,USA,4
20260107,VEN,4
20260107,PAK,4
20260107,PAK,4
20250107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,VEN,4
20260107,VEN,4
20260107,VEN,4
20260107,IRN,4
20260107,VEN,4
20260107,SOM,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,DNK,4
20260107,SYR,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,CHN,4
20260107,LBY,4
20260107,LBY,4
20260107,USA,4
20260107,VEN,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,RUS,4
20260107,RUS,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20251208,USA,4
20260107,USA,4
20260107,USA,4
20260107,SEA,4
20260107,SEA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,RUS,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,EUR,4
20260107,EUR,4
20260107,EUR,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,VEN,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260107,USA,4
20260108,USA,4
20260108,USA,4
20260108,SOM,4
20260108,SOM,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,COL,4
20260108,COL,4
20260108,COL,4
20260108,COL,4
20260108,COL,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,DNK,4
20260108,DNK,4
20260108,DNK,4
20260108,USA,4
20260108,USA,4
20260108,DNK,4
20260108,DNK,4
20260108,USA,4
20260108,USA,4
20260108,COL,4
20260108,COL,4
20260108,RUS,4
20260108,RUS,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,VEN,4
20260108,USA,4
20260108,USA,4
20260108,ITA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,AUS,4
20260108,CUB,4
20260108,CUB,4
20260108,ISR,4
20260108,ISR,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,USA,4
20260108,EUR,4
20260108,EUR,4
20260108,VEN,4
20260108,ITA,4
20260108,ITA,4
20260108,RUS,4
20260108,SOM,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,VEN,4
20260108,SOM,4
20260108,SOM,4
20260108,UKR,4
20260108,USA,4
20260108,USA,4
20260108,WST,4
20260108,USA,4
20260108,AFR,4
20260108,AFR,4
20260108,ZAF,4
20260108,ZAF,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,ISR,4
20260107,USA,4
20260108,RUS,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,CHN,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,VEN,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,LKA,4
20260108,USA,4
20260108,DNK,4
20260108,DNK,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,AFR,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,VEN,4
20260108,USA,4
20260108,CHN,4
20260108,SOM,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20251209,USA,4
20260108,USA,4
20260108,USA,4
20260108,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,UKR,4
20260109,UKR,4
20260109,UKR,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,VEN,4
20250109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,UKR,4
20260109,UKR,4
20260109,USA,4
20260109,VEN,4
20260109,USA,4
20260109,RUS,4
20260109,RUS,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,IRL,4
20260109,VEN,4
20260109,VEN,4
20260109,RUS,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,VEN,4
20260109,VEN,4
20260102,VEN,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,VEN,4
20260109,VEN,4
20260109,CHN,4
20260109,CHN,4
20260109,IRN,4
20260109,IRN,4
20260109,RUS,4
20260109,RUS,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260102,VEN,4
20260109,HND,4
20260109,HND,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,VEN,4
20260109,VEN,4
20260109,USA,4
20260109,VEN,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,VEN,4
20260109,VEN,4
20260109,FRA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,HND,4
20260109,HND,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,USA,4
20260109,GBR,4
20260109,GBR,4
20260109,ISL,4
20260108,VEN,4
20260108,VEN,4
20260109,COL,4
20260109,COL,4
20260109,VEN,4
20260109,VEN,4
20260109,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,VEN,4
20260110,VEN,4
20260110,FRA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,NZL,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20251211,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,CHN,4
20260110,CHN,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,DNK,4
20260110,DNK,4
20260110,ISR,4
20260110,PSE,4
20260110,VEN,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,EUR,4
20250110,DNK,4
20250110,DNK,4
20250110,UKR,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,RUS,4
20260110,RUS,4
20260110,USA,4
20260110,DNK,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,DNK,4
20260110,USA,4
20260110,RUS,4
20260110,RUS,4
20260110,RUS,4
20260110,SOM,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,VEN,4
20260110,SYR,4
20260110,SYR,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,VEN,4
20260110,VEN,4
20260110,VEN,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,VEN,4
20260110,VEN,4
20260110,USA,4
20260110,USA,4
20260110,SYR,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260110,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,SYR,4
20260111,USA,4
20260111,USA,4
20260111,KHM,4
20260111,USA,4
20260111,VEN,4
20260111,VEN,4
20260111,VEN,4
20260104,VEN,4
20260104,VEN,4
20260111,USA,4
20260111,USA,4
20260111,VEN,4
20260111,FRA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,GBR,4
20260111,GBR,4
20260111,GBR,4
20260111,GBR,4
20260111,GBR,4
20260111,USA,4
20260111,USA,4
20260111,RUS,4
20260111,RUS,4
20260111,USA,4
20250111,CUB,4
20260111,VEN,4
20260111,VEN,4
20260111,VEN,4
20260111,USA,4
20260111,CUB,4
20260111,CUB,4
20260111,CUB,4
20260111,CUB,4
20260111,CUB,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,CHN,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260111,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,CUB,4
20260112,CUB,4
20260112,CUB,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,IRN,4
20260112,USA,4
20260112,WST,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,VEN,4
20260112,VEN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,SYR,4
20260112,VEN,4
20260112,VEN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,GBR,4
20260112,GBR,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,IRN,4
20260112,IRN,4
20260112,VEN,4
20260112,USA,4
20260112,CHN,4
20260112,CHN,4
20260112,CHN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,VEN,4
20260112,VEN,4
20260105,VEN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,VEN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260105,USA,4
20260112,USA,4
20260112,UKR,4
20260112,USA,4
20260111,VEN,4
20260111,VEN,4
20260112,VEN,4
20260112,USA,4
20260112,USA,4
20260112,USA,4
20260112,DEU,4
20260112,EUR,4
20260112,SOM,4
20260112,SOM,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,CUB,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,VEN,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,AFG,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,BLZ,4
20260113,CHE,4
20260113,CHE,4
20260113,IRN,4
20260113,IRN,4
20260113,IRN,4
20260113,CUB,4
20260113,USA,4
20260113,IND,4
20260113,IRN,4
20260113,SLV,4
20260113,USA,4
20260113,USA,4
20260113,VEN,4
20260106,USA,4
20260113,USA,4
20260113,USA,4
20260113,CHN,4
20260113,CHN,4
20260113,JOR,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,ISR,4
20260113,CHE,4
20260113,USA,4
20260113,GBR,4
20260113,GBR,4
20260113,GBR,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,DNK,4
20260113,DNK,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,USA,4
20260113,IRN,4
20260113,USA,4
20260113,USA,4
20260113,IRN,4
20260113,ISR,4
20260113,ISR,4
20260113,ISR,4
20260113,USA,4
20260113,USA,4
20260114,USA,4
20260114,DNK,4
20260114,DNK,4
20260114,IRN,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,VEN,4
20260114,VEN,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260107,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,IRN,4
20260114,IRN,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20250114,USA,4
20260114,DNK,4
20260114,DNK,4
20260114,USA,4
20260114,USA,4
20260114,AFG,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,VEN,4
20260114,VEN,4
20260114,CHN,4
20260114,CHN,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,VEN,4
20260114,VEN,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260107,USA,4
20260107,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,SOM,4
20260114,SOM,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,VEN,4
20260114,VEN,4
20260114,USA,4
20260114,PSE,4
20260114,PSE,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,QAT,4
20260114,AFG,4
20260114,USA,4
20260114,USA,4
20260114,PSE,4
20260114,PSE,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,RUS,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260114,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20250115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,SYR,4
20260115,USA,4
20260115,VEN,4
20260115,VEN,4
20260115,VEN,4
20260115,USA,4
20260115,MEX,4
20260115,IRN,4
20260115,IRN,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
20251216,USA,4
20260115,DNK,4
20260115,DNK,4
20260115,DNK,4
20260115,VEN,4
20260115,VEN,4
20260115,VEN,4
20260115,USA,4
20260115,USA,4
20260115,VEN,4
20260115,VEN,4
20260115,VEN,4
20260115,USA,4
20260115,USA,4
20260115,DNK,4
20260115,USA,4
20260115,NMR,4
20260115,USA,4
20260115,USA,4
20260115,PSE,4
20260115,PSE,4
20260115,PSE,4
20260115,VEN,4
20260115,USA,4
20260115,JPN,4
20260115,USA,4
20260115,USA,4
20260115,USA,4
